season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,5.0,14.0,36.0,50.0,1.0,,8.0,1.0,,,,,,,1.0,3.0,,,0.285177,,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,10.0,,7.7,,,,7.0,,,,12.0,,21.0,39.0,60.0,0,3.0,75.0,,,,2.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,2.0,2.0,,,,,,,,,,,,,,,3.795e-05,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,0,,2.0,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,7.0,6.0,13.0,,,5.0,,,,1.0,,,1.0,4.0,3.0,,,0.0207958,,,1.0,0.0,,,,,1.0,,,87.0,,,,,,,9.0,,6.7,,,,2.0,2.0,,,3.0,1.0,10.0,7.0,17.0,0,1.0,32.0,2.0,1.0,1.0,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,2.0,5.0,7.0,3.0,2.0,5.0,1.0,,,1.0,,,1.0,8.0,5.0,,,0.0331567,0.0852,,3.0,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,7.1,,,1.0,1.0,,,,,,9.0,7.0,16.0,1,,26.0,2.0,3.0,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,,,,13.0,7.0,20.0,,,5.0,,,2.0,1.0,,,2.0,6.0,4.0,,,0.0454499,0.7693,0.6901,2.0,1.0,2.0,,,,2.0,1.0,,89.0,2.0,,,,,,17.0,,8.7,,,,1.0,4.0,3.0,,,,20.0,8.0,25.0,4,,53.0,4.0,2.0,2.0,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,3.0,17.0,21.0,38.0,,2.0,6.0,,,,,,,1.0,4.0,8.0,,,0.00840011,,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,10.0,,7.3,,,,9.0,3.0,,,4.0,,19.0,23.0,42.0,0,3.0,82.0,2.0,2.0,1.0,3.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,0.00680174,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,3.0,2.0,5.0,0,,7.0,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,5.0,14.0,47.0,61.0,,1.0,4.0,,,,,,,1.0,2.0,1.0,,,0.00312171,,,1.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,5.0,,6.9,,,,8.0,,,,7.0,,16.0,49.0,65.0,0,,78.0,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,988966,245923,Luke Cundle,luke-cundle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,False,,,1.0,14.0,,14.0,,,1.0,,,,,,,3.0,4.0,1.0,1.0,,0.0318232,,,,0.0,,,,,1.0,2.0,,89.0,,,,,,,15.0,,6.7,,,,2.0,1.0,1.0,,3.0,,25.0,,24.0,0,1.0,37.0,,,,1.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,2.0,26.0,21.0,47.0,1.0,,5.0,,,1.0,2.0,,,2.0,8.0,10.0,,,0.110572,0.22,0.2298,2.0,1.0,1.0,,,,,1.0,,89.0,2.0,,,,,,9.0,,8.5,,,1.0,2.0,4.0,1.0,,3.0,,28.0,24.0,51.0,4,5.0,78.0,1.0,2.0,3.0,1.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,12.0,22.0,34.0,,,5.0,,,,2.0,,,,5.0,4.0,,,0.0129488,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,6.0,,6.8,,,,2.0,1.0,,,3.0,,13.0,25.0,38.0,0,2.0,51.0,1.0,2.0,,2.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,6.46e-06,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,1445189,596054,Tom Edozie,tom-edozie,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,3.0,8.0,27.0,35.0,,1.0,2.0,,,,,,,,1.0,1.0,,,0.00192009,,,1.0,0.0,,,,,,,,45.0,,,,,,,7.0,,6.3,,,,1.0,,,,7.0,,12.0,30.0,42.0,0,,44.0,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,2.0,2.0,1.0,19.0,20.0,,,10.0,,,,,,,,2.0,,,,0.00022887,,,2.0,0.0,,-0.673,1.0,,,,,90.0,,,,2.0,3.0,,7.0,,6.3,3.0,4.0,,,,,2.0,8.0,,6.0,20.0,26.0,0,,35.0,1.0,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,3.0,18.0,15.0,33.0,3.0,3.0,9.0,,,,,,,1.0,6.0,11.0,,,0.0124165,0.0116,,2.0,0.0,,,,,1.0,,,90.0,,,,,,,15.0,,6.7,,,1.0,6.0,2.0,3.0,,4.0,,24.0,20.0,41.0,1,5.0,76.0,2.0,1.0,2.0,4.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,7.0,4.0,11.0,,,1.0,1.0,,,,,,,1.0,3.0,,,0.109564,0.0157,0.1921,,1.0,,,,,,1.0,,26.0,1.0,,,,,,5.0,,7.3,,,,,2.0,1.0,,,,9.0,4.0,12.0,1,2.0,21.0,2.0,,1.0,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,7.0,13.0,45.0,58.0,3.0,2.0,7.0,,,,,,,,5.0,5.0,,1.0,0.0104076,,,2.0,0.0,,,,,2.0,1.0,2.0,90.0,,,,,,,13.0,,6.8,,,,7.0,,,,10.0,,18.0,50.0,68.0,0,3.0,86.0,2.0,,,3.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,2.0,2.0,4.0,1.0,,,,,,,,,1.0,2.0,,,,0.00267681,,,,0.0,,,,,,,,8.0,,,,,,,2.0,,6.5,,,,,,,,,,3.0,2.0,5.0,0,,7.0,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,1.0,,,13.0,8.0,20.0,,,1.0,1.0,,,,,,1.0,2.0,,,,0.100416,,,1.0,1.0,,,,,,1.0,,64.0,,,,,,,7.0,,6.7,,,,1.0,,2.0,,,,17.0,9.0,24.0,0,,29.0,1.0,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,7.0,2.0,9.0,4.0,4.0,2.0,,,,,,,1.0,8.0,7.0,,,0.00774665,0.2409,1.0321,,0.0,2.0,,,,,,,90.0,2.0,1.0,,,,,12.0,,8.3,,,1.0,,4.0,1.0,,,2.0,10.0,5.0,14.0,3,,32.0,2.0,2.0,1.0,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,2.0,,1.0,13.0,6.0,17.0,1.0,,5.0,,,1.0,,,,,6.0,5.0,,,0.0713388,0.1099,,2.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,21.0,,6.5,,,1.0,1.0,5.0,7.0,,3.0,,26.0,7.0,26.0,2,2.0,50.0,4.0,1.0,2.0,1.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,1.0,,1.0,29.0,35.0,63.0,1.0,1.0,5.0,,,1.0,2.0,,,3.0,6.0,12.0,,,0.0263079,0.0501,,,0.0,,,,,,,1.0,90.0,,,,,,,15.0,,6.9,,,,2.0,2.0,3.0,,3.0,,35.0,40.0,72.0,1,5.0,106.0,1.0,4.0,2.0,3.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,3.0,26.0,29.0,55.0,,1.0,2.0,,,,,,,,1.0,1.0,,,0.0174926,0.0157,,1.0,0.0,,,,,,,,64.0,,,,1.0,,,6.0,,6.1,,,1.0,2.0,,1.0,,7.0,,29.0,32.0,60.0,1,,67.0,,,,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,False,,,,13.0,2.0,15.0,,,2.0,,,,,,,,1.0,1.0,,,0.0345532,,,,0.0,,,,,,1.0,,45.0,,,,,,,11.0,,6.5,,,,,2.0,2.0,,1.0,,19.0,3.0,20.0,0,,29.0,3.0,,1.0,
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,5.0,26.0,25.0,51.0,,,7.0,,,,1.0,,,3.0,8.0,5.0,,,0.0819016,0.0171,,2.0,0.0,,,,,,,,90.0,,,,,,,13.0,,6.3,,,1.0,,2.0,,,6.0,,30.0,27.0,57.0,1,4.0,74.0,2.0,1.0,,1.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,,24.0,21.0,45.0,1.0,,5.0,,,,,,,2.0,5.0,8.0,,1.0,0.015015,,,,0.0,,,,,1.0,,,82.0,,1.0,,,,,7.0,,6.8,,,,,2.0,,,,,26.0,21.0,47.0,0,7.0,71.0,1.0,1.0,,6.0
2024-25,12436922,13,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,3.0,1.0,4.0,,,2.0,,,,,,,,2.0,,,,0.0013044,,,,0.0,,,,,1.0,,,26.0,,,,,,,6.0,,6.3,,,,,2.0,1.0,,,,6.0,1.0,6.0,0,,13.0,1.0,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,11.0,30.0,41.0,1.0,4.0,2.0,,,,,,,,2.0,5.0,,,0.00365528,,,1.0,0.0,,,,,1.0,,,90.0,,,2.0,,,,5.0,,5.8,,,,4.0,,,,7.0,,13.0,33.0,46.0,0,1.0,54.0,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,3.0,19.0,19.0,38.0,2.0,,4.0,2.0,,,,,,,3.0,,,,0.291973,,,1.0,0.0,,,,,,3.0,,77.0,,,,,,,12.0,,6.7,,,,,1.0,2.0,,8.0,,26.0,21.0,45.0,0,,66.0,2.0,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,2.0,2.0,10.0,12.0,,1.0,6.0,,,,,,1.0,,,2.0,,,0.0004214,,,,0.0,,-3.1747,,,,,,90.0,,,,,,,12.0,,5.4,2.0,2.0,,,1.0,,,14.0,,12.0,12.0,24.0,0,,34.0,,1.0,1.0,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,False,,,,2.0,4.0,6.0,1.0,1.0,,,,1.0,,,,3.0,4.0,2.0,,,0.00057942,0.021,,,0.0,,,,,,,,57.0,,,,,,,9.0,,6.3,,,,,,,,1.0,,7.0,4.0,11.0,1,1.0,20.0,1.0,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,5.0,12.0,24.0,36.0,,1.0,2.0,,,,1.0,,,1.0,3.0,4.0,,,0.0145259,,,,0.0,,,,,1.0,,,90.0,,2.0,,,,,14.0,,6.6,,,,3.0,1.0,1.0,,10.0,,18.0,29.0,46.0,0,2.0,63.0,1.0,1.0,,2.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,9.0,7.0,16.0,,,3.0,,,,,,,,1.0,2.0,,,0.0109944,,,,0.0,,,,,,,,33.0,,,,,,,4.0,,6.7,,,,,1.0,,,1.0,,10.0,7.0,17.0,0,2.0,24.0,2.0,,,2.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,4.0,11.0,30.0,41.0,1.0,2.0,1.0,,,,1.0,,,,3.0,3.0,,,0.0084889,,,1.0,0.0,,,,,,,,77.0,,,,,,,13.0,,5.9,,,,2.0,,,,10.0,,23.0,31.0,54.0,0,1.0,59.0,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,6.0,2.0,8.0,2.0,2.0,2.0,,2.0,,3.0,,,,6.0,2.0,,,0.0167328,0.6467,0.1369,,0.0,,,,,,1.0,,90.0,1.0,,,,,,11.0,,5.7,,,1.0,,1.0,,,,,8.0,4.0,12.0,2,,24.0,6.0,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,,,1.0,10.0,9.0,19.0,,,6.0,,,1.0,1.0,,,,8.0,8.0,,,0.0141964,0.0928,0.2434,3.0,0.0,,,,,,,,90.0,1.0,,,,,,25.0,,6.6,,,,,6.0,8.0,,4.0,,23.0,13.0,28.0,2,3.0,60.0,4.0,3.0,2.0,1.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,12.0,16.0,28.0,,,3.0,,,,,,,5.0,7.0,10.0,,,0.057273,,,,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.9,,,,1.0,6.0,1.0,,2.0,,13.0,18.0,30.0,0,4.0,65.0,2.0,2.0,4.0,4.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,1.0,6.0,7.0,,,1.0,,,,1.0,,,,1.0,1.0,,,0.00015009,,,,0.0,,,,,,,,10.0,,,,,,,1.0,,6.5,,,,,1.0,,,1.0,,2.0,6.0,8.0,0,,10.0,,,1.0,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,True,,,,,5.0,5.0,1.0,,,,,,,,,,1.0,2.0,,,4.951e-05,,,,0.0,,,,,,,,13.0,,1.0,,,,,3.0,,6.9,,,,1.0,,,,,,1.0,7.0,8.0,0,2.0,12.0,,,,1.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,1.0,3.0,5.0,8.0,,,2.0,,,,2.0,,,,2.0,4.0,,,0.00143851,,,,0.0,,,,,,,,13.0,,1.0,,,,,2.0,,6.9,,,,,,1.0,,1.0,,4.0,6.0,9.0,0,3.0,15.0,,1.0,,1.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,18.0,31.0,49.0,,,7.0,,,,1.0,,,,3.0,6.0,,,0.280602,0.0233,,2.0,0.0,,,,,1.0,1.0,,85.0,,,,,,,15.0,,6.8,,,1.0,1.0,1.0,,,7.0,,28.0,35.0,63.0,1,4.0,76.0,,1.0,1.0,3.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,6.0,26.0,40.0,66.0,1.0,,10.0,,,,1.0,,,,3.0,9.0,,,0.0188316,,,,0.0,,,,,2.0,,,90.0,,,,,,,8.0,,7.3,,,,1.0,2.0,,,7.0,,29.0,43.0,72.0,0,7.0,90.0,1.0,1.0,1.0,6.0
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436947,14,39,Wolverhampton_Wanderers,Away,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,1.0,13.0,11.0,11.0,22.0,,,6.0,,,,,,,,,,,,0.00283671,,,,0.0,,-1.5558,1.0,,,,,90.0,,,,,,,15.0,1.0,6.7,2.0,2.0,,2.0,,,1.0,28.0,,24.0,13.0,37.0,0,,44.0,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,1.0,,2.0,15.0,20.0,34.0,,5.0,7.0,1.0,,3.0,1.0,,,,4.0,10.0,,,0.0762046,0.4177,0.8266,3.0,0.0,1.0,,,,1.0,1.0,,90.0,1.0,1.0,,,,,15.0,,8.1,,,,3.0,1.0,3.0,,3.0,,26.0,21.0,44.0,4,2.0,74.0,1.0,2.0,1.0,1.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,4.0,14.0,27.0,41.0,1.0,1.0,8.0,,,1.0,,,,,3.0,5.0,,,0.0111514,0.0541,,1.0,0.0,,,,,1.0,1.0,,90.0,,2.0,,,,,11.0,,7.2,,,,2.0,2.0,,,4.0,,18.0,31.0,49.0,1,2.0,66.0,1.0,1.0,1.0,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,1.0,,,4.0,1.0,4.0,1.0,,1.0,,,,2.0,,,,5.0,,,,0.0596591,0.1318,0.0348,2.0,0.0,,,,,,1.0,,28.0,1.0,,,,,,5.0,,6.7,,,1.0,,,1.0,,1.0,,6.0,1.0,6.0,2,,12.0,3.0,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,2.0,10.0,13.0,23.0,6.0,3.0,5.0,,,1.0,1.0,,,2.0,9.0,10.0,,1.0,0.0057583,0.2731,0.045,,0.0,,,,,,1.0,,90.0,1.0,,,,,,9.0,,7.0,,,2.0,4.0,,,,5.0,1.0,13.0,17.0,30.0,4,6.0,51.0,,1.0,,3.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,3.0,3.0,,,0.00079955,0.1419,,1.0,0.0,,,,,1.0,,,28.0,,1.0,,,,,3.0,,6.8,,,1.0,,1.0,,,,,2.0,2.0,4.0,2,1.0,12.0,,1.0,,1.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,2.0,5.0,23.0,28.0,2.0,5.0,1.0,,,,,,,,3.0,5.0,,,0.0018455,,,1.0,0.0,,,,,,,,90.0,,,,,,,10.0,,6.3,,,,2.0,,,,5.0,,12.0,26.0,38.0,0,,42.0,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,2.0,7.0,3.0,10.0,4.0,3.0,2.0,,,,1.0,,,1.0,8.0,4.0,,,0.00466652,,,2.0,0.0,,,,,,,,62.0,,,,,,,8.0,,6.6,,,,2.0,1.0,1.0,,2.0,,10.0,4.0,13.0,0,,22.0,3.0,,1.0,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,3.0,18.0,9.0,26.0,,2.0,8.0,,,,1.0,,,3.0,6.0,4.0,,,0.24682,0.044,0.2665,1.0,0.0,,,,,1.0,4.0,,90.0,1.0,,,,,,19.0,,7.1,,,1.0,,2.0,2.0,,4.0,,27.0,10.0,35.0,2,,53.0,5.0,1.0,1.0,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,1.0,,,9.0,13.0,21.0,1.0,,4.0,1.0,,1.0,1.0,,,,2.0,5.0,,,0.0870785,0.0359,,,1.0,,,,,,2.0,,86.0,,1.0,,,,,3.0,,7.5,,,,1.0,2.0,3.0,,,,12.0,13.0,22.0,1,2.0,38.0,,1.0,2.0,1.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,3.0,6.0,6.0,12.0,,,3.0,,,,1.0,,,,1.0,3.0,,,0.0555231,0.1176,,,0.0,,,,,,1.0,,12.0,,,,,,,3.0,,7.0,,,1.0,,1.0,,,6.0,,9.0,6.0,15.0,1,1.0,20.0,,1.0,1.0,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,8.0,24.0,32.0,1.0,3.0,3.0,,,,,,,,2.0,8.0,,,0.00316486,,,,0.0,,,,,,1.0,,90.0,,3.0,,,,,11.0,,7.1,,,,5.0,2.0,1.0,,6.0,,16.0,26.0,41.0,0,2.0,58.0,,2.0,1.0,1.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,0.00015919,,,,0.0,,,,,,,,14.0,,,,,,,2.0,,6.5,,,,,,,,,,2.0,3.0,5.0,0,,6.0,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,1.0,,1.0,14.0,5.0,18.0,2.0,,1.0,,1.0,,2.0,,,2.0,12.0,2.0,,,0.0172283,0.2562,0.1405,6.0,0.0,,,,,,2.0,,78.0,1.0,,,,,,7.0,,6.3,,,1.0,,,2.0,,1.0,,18.0,6.0,22.0,2,1.0,31.0,,1.0,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,8.0,6.0,14.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,4.0,,,0.0180348,,,,0.0,,,,,,1.0,,62.0,,,,,,,4.0,,6.7,,,,,,,,2.0,,9.0,7.0,16.0,0,2.0,23.0,1.0,1.0,,2.0
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,39,Wolverhampton_Wanderers,Away,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
