playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses,redCards2ndYellow,otherGoals,goalkeeperSmother,leftsidePasses
9677,Mido,Forward,West Ham,21,Egypt,2009-10,54.0,3.0,0.0,7.0,6.0,8.0,15.0,2.0,57.0,9.0,,24.0,5.0,63.0,6.0,194.0,,,4.0,1.0,52.0,,4.0,495.0,1.0,22.0,41.0,11.0,127.0,23.0,3.0,1.0,16.0,8.0,32.0,1.0,0.0,95.0,,16.0,9.0,,1.0,,4.0,89.0,6.0,7.0,17.0,43.0,30.0,0.0,194.0,9.0,7.0,97.0,7.0,2.0,2.0,15.0,5.0,,4.0,299.0,,5.0,3.0,46.0,2.0,6.0,8.0,4.0,2.0,,,,2.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
50113,Zavon Hines,Forward,West Ham,21,England,2009-10,66.0,1.0,0.0,4.0,3.0,14.0,12.0,,27.0,13.0,,32.0,5.0,28.0,9.0,153.0,1.0,0.0,8.0,,10.0,,1.0,599.0,1.0,8.0,52.0,50.0,124.0,42.0,6.0,,1.0,14.0,58.0,30.0,2.0,118.0,1.0,33.0,13.0,1.0,3.0,,31.0,88.0,11.0,9.0,46.0,108.0,2.0,0.0,153.0,9.0,6.0,84.0,11.0,6.0,,14.0,20.0,,1.0,324.0,,2.0,,38.0,3.0,1.0,2.0,8.0,3.0,1.0,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37334,Hugo Rodallega,Forward,Wigan,111,Colombia,2009-10,280.0,9.0,0.0,43.0,51.0,21.0,99.0,16.0,186.0,38.0,4.0,51.0,38.0,220.0,39.0,879.0,10.0,4.0,,33.0,133.0,5.0,17.0,3322.0,14.0,90.0,134.0,91.0,621.0,132.0,57.0,3.0,14.0,73.0,190.0,38.0,14.0,414.0,6.0,115.0,38.0,4.0,3.0,3.0,52.0,542.0,65.0,70.0,131.0,281.0,43.0,0.0,864.0,48.0,38.0,435.0,18.0,32.0,4.0,51.0,40.0,17.0,38.0,1537.0,13.0,10.0,17.0,134.0,6.0,34.0,41.0,17.0,8.0,5.0,,2.0,2.0,,,2.0,1.0,7.0,2.0,15.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,
18921,Jason Scotland,Forward,Wigan,111,Trinidad & Tobago,2009-10,139.0,2.0,0.0,10.0,13.0,11.0,30.0,16.0,84.0,32.0,2.0,41.0,14.0,89.0,6.0,440.0,1.0,1.0,18.0,,61.0,,2.0,1549.0,9.0,49.0,48.0,36.0,347.0,68.0,27.0,1.0,,34.0,90.0,14.0,0.0,187.0,0.0,40.0,32.0,,3.0,1.0,24.0,281.0,30.0,6.0,72.0,126.0,12.0,0.0,440.0,17.0,12.0,170.0,8.0,11.0,4.0,16.0,6.0,,4.0,661.0,,7.0,1.0,72.0,1.0,5.0,7.0,8.0,4.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48824,Marcelo Moreno,Forward,Wigan,111,Bolivia,2009-10,94.0,,0.0,10.0,3.0,9.0,11.0,1.0,43.0,12.0,1.0,22.0,9.0,46.0,13.0,193.0,,,3.0,,60.0,1.0,,727.0,6.0,47.0,34.0,21.0,145.0,27.0,11.0,,9.0,10.0,47.0,10.0,0.0,128.0,,17.0,12.0,,3.0,,6.0,105.0,9.0,13.0,33.0,68.0,13.0,0.0,193.0,8.0,8.0,96.0,6.0,2.0,1.0,9.0,5.0,,2.0,336.0,1.0,7.0,,42.0,0.0,3.0,6.0,4.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
39267,Rachid Bouaouzan,Forward,Wigan,111,Morocco,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19410,Andy Keogh,Forward,Wolves,39,Ireland,2009-10,63.0,6.0,0.0,7.0,5.0,8.0,17.0,2.0,56.0,13.0,1.0,13.0,8.0,57.0,12.0,209.0,1.0,1.0,5.0,2.0,36.0,,6.0,742.0,4.0,27.0,33.0,24.0,147.0,45.0,14.0,1.0,12.0,15.0,36.0,4.0,2.0,96.0,0.0,36.0,13.0,,3.0,,4.0,129.0,13.0,13.0,17.0,60.0,9.0,0.0,206.0,12.0,2.0,92.0,5.0,12.0,1.0,21.0,9.0,1.0,5.0,359.0,4.0,4.0,1.0,29.0,4.0,1.0,8.0,12.0,2.0,3.0,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,Chris Iwelumo,Forward,Wolves,39,Scotland,2009-10,44.0,,0.0,,1.0,1.0,7.0,,59.0,15.0,,22.0,2.0,59.0,,140.0,,,13.0,,45.0,,,414.0,5.0,24.0,28.0,7.0,79.0,40.0,14.0,,8.0,9.0,20.0,5.0,0.0,72.0,,6.0,15.0,,,,2.0,68.0,7.0,,7.0,27.0,21.0,0.0,140.0,6.0,3.0,71.0,1.0,1.0,1.0,12.0,3.0,,2.0,188.0,,1.0,,13.0,0.0,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
75992,James Spray,Forward,Wolves,39,England,2009-10,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20450,Kevin Doyle,Forward,Wolves,39,Ireland,2009-10,334.0,15.0,0.0,20.0,24.0,44.0,60.0,9.0,231.0,34.0,1.0,75.0,33.0,239.0,58.0,795.0,9.0,6.0,1.0,,153.0,5.0,15.0,2897.0,10.0,111.0,199.0,157.0,536.0,144.0,29.0,1.0,28.0,41.0,223.0,80.0,2.0,533.0,3.0,141.0,34.0,4.0,9.0,3.0,73.0,469.0,35.0,58.0,168.0,380.0,42.0,0.0,795.0,36.0,27.0,486.0,35.0,33.0,4.0,48.0,22.0,,20.0,1507.0,7.0,9.0,4.0,102.0,5.0,8.0,24.0,17.0,6.0,4.0,,2.0,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
40399,Sam Vokes,Forward,Wolves,39,Wales,2009-10,6.0,,0.0,1.0,1.0,,4.0,,7.0,5.0,,2.0,,7.0,,18.0,,,5.0,,5.0,,,42.0,1.0,5.0,1.0,1.0,11.0,7.0,,,1.0,,1.0,1.0,0.0,7.0,,1.0,5.0,,,,,11.0,,,,2.0,,0.0,18.0,3.0,,7.0,,,,1.0,1.0,,,27.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39982,Stefan Maierhofer,Forward,Wolves,39,Austria,2009-10,38.0,1.0,1.0,2.0,1.0,1.0,4.0,,27.0,8.0,,12.0,1.0,27.0,1.0,82.0,1.0,1.0,7.0,,29.0,,1.0,179.0,4.0,18.0,14.0,3.0,53.0,18.0,3.0,1.0,8.0,6.0,20.0,2.0,0.0,52.0,0.0,7.0,8.0,1.0,,,1.0,40.0,6.0,1.0,8.0,23.0,11.0,0.0,82.0,3.0,1.0,40.0,1.0,,,11.0,2.0,,2.0,121.0,,1.0,,16.0,0.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
19557,Sylvan Ebanks-Blake,Forward,Wolves,39,England,2009-10,108.0,2.0,0.0,10.0,13.0,22.0,25.0,4.0,74.0,23.0,,20.0,12.0,75.0,15.0,260.0,2.0,0.0,11.0,,59.0,2.0,2.0,1167.0,5.0,46.0,45.0,32.0,178.0,64.0,8.0,,1.0,19.0,62.0,7.0,0.0,153.0,2.0,41.0,23.0,1.0,4.0,,13.0,166.0,13.0,15.0,41.0,94.0,13.0,0.0,260.0,12.0,15.0,134.0,18.0,3.0,1.0,22.0,7.0,,7.0,446.0,1.0,6.0,1.0,21.0,2.0,1.0,3.0,9.0,6.0,,,1.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
