season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090166,14,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,1.0,,
2016-17,7090166,14,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,57,Watford,Away,862794,243531.0,Andrew Eleftheriou,andrew-eleftheriou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090151,15,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,2.0,2.0,1.0,,2.0,,,,1.0,,,,2.0,,,,,,,,,1.0,,9.0,,,,,,,,,,6.5,,,,1.0,,,,,,,2.0,2.0,0,,4.0,,,,
2016-17,7090151,15,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,6.0,3.0,7.0,10.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,,15.0,4.0,6.5,,2.0,,4.0,,,,21.0,,17.0,8.0,25.0,0,,41.0,,,,
2016-17,7090151,15,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,1.0,8.0,12.0,20.0,,1.0,7.0,,,,1.0,,,,4.0,4.0,,,3.0,,,,,1.0,,90.0,,1.0,,,,,,8.0,,6.5,,,,,,,,2.0,,12.0,15.0,27.0,0,1.0,37.0,1.0,2.0,,1.0
2016-17,7090151,15,57,Watford,Home,13148,20046.0,Stefano Okaka,stefano-okaka,F,False,,,1.0,12.0,,12.0,6.0,3.0,5.0,,,,1.0,,,4.0,13.0,10.0,,,2.0,,2.0,,,,,81.0,3.0,,,,,,,19.0,,8.4,,,,,3.0,1.0,,1.0,2.0,20.0,2.0,21.0,3,4.0,44.0,4.0,,3.0,3.0
2016-17,7090151,15,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,7.0,19.0,22.0,41.0,2.0,4.0,7.0,,,,,,,,2.0,5.0,,,,,1.0,,,4.0,,90.0,1.0,1.0,,,,,,8.0,,8.2,,,1.0,6.0,,1.0,,11.0,,24.0,23.0,46.0,2,1.0,65.0,,1.0,,1.0
2016-17,7090151,15,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,4.0,21.0,10.0,31.0,,,8.0,,,1.0,1.0,,,1.0,4.0,2.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,12.0,,6.8,,,1.0,,1.0,,,4.0,,27.0,11.0,38.0,2,2.0,51.0,3.0,,,1.0
2016-17,7090151,15,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,2.0,,1.0,12.0,9.0,19.0,,2.0,8.0,1.0,,,1.0,,,1.0,5.0,10.0,,,1.0,2.0,,,,3.0,2.0,90.0,,,,,,,,24.0,,7.9,,,,7.0,6.0,6.0,,5.0,,22.0,10.0,26.0,0,3.0,74.0,3.0,1.0,4.0,2.0
2016-17,7090151,15,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,1.0,16.0,5.0,21.0,8.0,3.0,,,1.0,,1.0,,,2.0,11.0,6.0,,,,,,,,,3.0,90.0,,,,,,,,20.0,,6.6,,,1.0,,1.0,1.0,,2.0,,28.0,5.0,32.0,1,,50.0,6.0,2.0,1.0,
2016-17,7090151,15,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,False,,,,20.0,13.0,33.0,1.0,1.0,3.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,1.0,,89.0,,,,,,,,9.0,,6.4,,,,6.0,,,,1.0,,26.0,13.0,39.0,0,,60.0,2.0,4.0,,
2016-17,7090151,15,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,1.0,,2.0,15.0,7.0,21.0,,1.0,7.0,1.0,,,,,,4.0,9.0,10.0,,,3.0,1.0,,,,,1.0,90.0,,,,,,,,21.0,,7.3,,,,,7.0,5.0,,4.0,,25.0,7.0,27.0,0,3.0,58.0,2.0,2.0,5.0,3.0
2016-17,7090151,15,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090151,15,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,True,,,,2.0,2.0,4.0,,,1.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,29.0,,,,,,,,9.0,,5.8,,,,,,2.0,,,1.0,7.0,2.0,7.0,0,,15.0,1.0,,,
2016-17,7090151,15,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,2.0,7.0,16.0,23.0,3.0,6.0,1.0,,,,1.0,,,,4.0,7.0,,,,,,,,,,90.0,1.0,1.0,,,,,,12.0,,6.6,,,1.0,4.0,,1.0,,8.0,,16.0,19.0,34.0,2,,45.0,,1.0,,
2016-17,7090151,15,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090151,15,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,3.0,,2.0,16.0,12.0,25.0,1.0,2.0,5.0,1.0,,,,,,2.0,4.0,6.0,,,1.0,,,,,2.0,3.0,61.0,1.0,,,,,,,15.0,,7.4,,,,,1.0,4.0,,4.0,,24.0,13.0,33.0,1,2.0,52.0,3.0,1.0,1.0,2.0
2016-17,7090151,15,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090151,15,57,Watford,Home,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090151,15,57,Watford,Home,359640,173514.0,Isaac Success,isaac-success,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090133,16,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090133,16,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090133,16,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,5.0,4.0,10.0,14.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,17.0,,7.3,4.0,5.0,,2.0,,,,22.0,,18.0,13.0,31.0,0,,42.0,,,,
2016-17,7090133,16,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,2.0,3.0,10.0,13.0,1.0,1.0,5.0,,,,1.0,,,,4.0,2.0,,,3.0,,,,,1.0,,90.0,1.0,,,,,,,8.0,,6.3,,,,3.0,,,,6.0,,8.0,12.0,20.0,1,1.0,27.0,,,,
2016-17,7090133,16,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,3.0,11.0,12.0,23.0,,,4.0,,,,2.0,,,1.0,5.0,3.0,,,2.0,,,,,3.0,,90.0,1.0,1.0,,,,,,9.0,,6.8,,,1.0,1.0,1.0,,,4.0,,15.0,12.0,27.0,2,1.0,46.0,2.0,1.0,1.0,1.0
2016-17,7090133,16,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,2.0,14.0,12.0,25.0,1.0,,8.0,,,,1.0,,,1.0,7.0,1.0,,,3.0,,,,,1.0,1.0,90.0,,1.0,,,,,,17.0,,6.2,,,,1.0,2.0,3.0,,6.0,,17.0,17.0,31.0,0,,57.0,1.0,,1.0,
2016-17,7090133,16,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,True,,,,1.0,1.0,2.0,3.0,2.0,,,,,,,,,3.0,2.0,,,1.0,,,,,,,18.0,,,,,,,,1.0,,6.5,,,,1.0,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2016-17,7090133,16,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,2.0,12.0,9.0,21.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,5.0,,60.0,,,,,,,,13.0,,6.4,,,,2.0,,,,5.0,,14.0,14.0,28.0,0,1.0,46.0,1.0,,,1.0
2016-17,7090133,16,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,1.0,,1.0,9.0,6.0,14.0,,,5.0,1.0,,,2.0,,,5.0,10.0,9.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,20.0,,6.5,,,,,7.0,5.0,,2.0,,15.0,9.0,19.0,0,1.0,51.0,2.0,3.0,5.0,1.0
2016-17,7090133,16,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,1.0,8.0,1.0,9.0,9.0,2.0,2.0,,1.0,,,,,3.0,12.0,8.0,,,1.0,,,,,,,90.0,,,,,,,,14.0,,6.3,,,1.0,2.0,2.0,,,1.0,1.0,12.0,2.0,14.0,1,1.0,33.0,4.0,3.0,2.0,
2016-17,7090133,16,57,Watford,Away,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,,,2.0,9.0,7.0,16.0,1.0,1.0,2.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,60.0,,,,,,,,13.0,,6.5,,,,,2.0,1.0,,4.0,1.0,15.0,9.0,23.0,0,1.0,36.0,3.0,,2.0,1.0
2016-17,7090133,16,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,6.0,5.0,13.0,18.0,,2.0,6.0,,,,3.0,,,,4.0,8.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,11.0,,6.8,,,,6.0,,,,15.0,1.0,13.0,16.0,29.0,0,2.0,46.0,,4.0,,2.0
2016-17,7090133,16,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090133,16,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,,,1.0,18.0,15.0,33.0,1.0,2.0,7.0,,,,1.0,,,2.0,8.0,8.0,,,3.0,,,,,,,90.0,,,,,,,,16.0,,6.9,,,1.0,3.0,3.0,1.0,,3.0,,26.0,18.0,43.0,1,2.0,65.0,1.0,2.0,2.0,2.0
2016-17,7090133,16,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090133,16,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,1.0,1.0,2.0,3.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,30.0,,,,,,,,2.0,,6.5,,,,,,,,3.0,,2.0,3.0,5.0,0,,7.0,,,,
2016-17,7090133,16,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,False,,,,6.0,,6.0,3.0,,,,,,1.0,,,2.0,8.0,,,,2.0,,,,,,,72.0,,,,,,,,4.0,,6.3,,,,1.0,,,,,,7.0,,7.0,0,,13.0,1.0,,,
2016-17,7090133,16,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,True,,,1.0,2.0,3.0,5.0,1.0,,4.0,,,,,,,1.0,3.0,7.0,,,1.0,,,,,1.0,,30.0,,,,,,,,5.0,,7.0,,,,,3.0,,,2.0,,2.0,5.0,7.0,0,1.0,18.0,2.0,3.0,3.0,
2016-17,7090158,17,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,4.0,7.0,11.0,18.0,3.0,2.0,4.0,,,,1.0,,,1.0,7.0,3.0,,,2.0,,,,,1.0,,78.0,,2.0,,,,,,6.0,,6.6,,,,3.0,1.0,,,7.0,,10.0,13.0,23.0,0,,36.0,,,1.0,
2016-17,7090158,17,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,10.0,7.0,9.0,16.0,,,13.0,,,,,,,,,,,,,,,2.0,,,1.0,90.0,,,,,,,,18.0,,7.3,1.0,1.0,,,,,,26.0,,23.0,9.0,32.0,0,,47.0,,,,
2016-17,7090158,17,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,3.0,15.0,18.0,33.0,,,10.0,,,,2.0,,,,4.0,7.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,,10.0,,7.0,,,,,2.0,,,3.0,,20.0,22.0,42.0,0,4.0,52.0,,2.0,1.0,4.0
2016-17,7090158,17,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,,2.0,4.0,6.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,31.0,1.0,,,,,,,3.0,,6.9,,,,1.0,,,,1.0,,3.0,6.0,9.0,1,1.0,13.0,,,,1.0
2016-17,7090158,17,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,3.0,,3.0,26.0,19.0,42.0,,1.0,4.0,,,,1.0,,,,2.0,4.0,,,,,,,,2.0,2.0,90.0,,,,,,,,18.0,,6.9,,,,,2.0,11.0,,5.0,,42.0,19.0,50.0,0,,68.0,,2.0,1.0,
2016-17,7090158,17,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,2.0,,3.0,22.0,16.0,36.0,,,4.0,1.0,,1.0,,,,2.0,4.0,4.0,,,,,,,,,2.0,90.0,,1.0,,,,,,25.0,,7.1,,,1.0,3.0,4.0,7.0,,5.0,,36.0,18.0,47.0,2,2.0,90.0,,,2.0,1.0
2016-17,7090158,17,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,1.0,12.0,,12.0,14.0,9.0,,,,,,,,1.0,16.0,9.0,,,1.0,,,,,,1.0,90.0,,,,,,,,17.0,,6.7,,,1.0,2.0,,1.0,,2.0,,25.0,,24.0,1,,35.0,2.0,,,
2016-17,7090158,17,57,Watford,Away,22200,41338.0,Craig Cathcart,craig-cathcart,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,False,,,1.0,11.0,4.0,15.0,2.0,,2.0,,,,,,,,4.0,3.0,,,,,,,,,,56.0,,,,,,,,6.0,,6.4,,,,,2.0,,,1.0,,14.0,4.0,18.0,0,1.0,26.0,1.0,2.0,,1.0
2016-17,7090158,17,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,2.0,,1.0,11.0,6.0,15.0,1.0,,5.0,,,,2.0,,,1.0,5.0,2.0,,,,,,,,,1.0,90.0,1.0,,,,,,,17.0,,6.7,,,1.0,,2.0,7.0,,4.0,,20.0,9.0,22.0,2,1.0,48.0,1.0,,1.0,1.0
2016-17,7090158,17,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,1.0,13.0,5.0,18.0,2.0,1.0,4.0,,,1.0,,,,3.0,5.0,4.0,,,,,,,,,,90.0,1.0,,,,,,,9.0,,6.6,,,,,1.0,,,1.0,2.0,16.0,5.0,21.0,2,,34.0,3.0,2.0,1.0,
2016-17,7090158,17,57,Watford,Away,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,12.0,1.0,,,,,,,3.0,,7.1,,,,,,1.0,,1.0,,3.0,2.0,4.0,1,2.0,13.0,,,,1.0
2016-17,7090158,17,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,5.0,10.0,23.0,33.0,3.0,2.0,6.0,,1.0,,,,,,3.0,2.0,,,1.0,,,,,,,90.0,,2.0,,,,,,10.0,,6.9,,,1.0,5.0,,,,12.0,,18.0,25.0,43.0,1,,52.0,,,,
2016-17,7090158,17,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,4.0,7.0,4.0,11.0,3.0,3.0,1.0,,,,2.0,,,,6.0,4.0,,,2.0,,,,,3.0,,59.0,,,,,,,,7.0,,6.4,,,,2.0,,,,9.0,,12.0,6.0,18.0,0,1.0,28.0,,,,1.0
2016-17,7090158,17,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,True,,,,4.0,3.0,7.0,,,1.0,,,,,,,,3.0,4.0,,,1.0,,,,,,1.0,34.0,,,,,,,,12.0,,6.7,,,,1.0,4.0,3.0,,,,10.0,4.0,11.0,0,1.0,25.0,2.0,1.0,2.0,1.0
2016-17,7090134,18,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,5.0,9.0,16.0,25.0,5.0,,7.0,,,,1.0,,,1.0,10.0,5.0,,,2.0,,,,,2.0,,90.0,,,,,,,,14.0,,6.6,,,,3.0,2.0,,,9.0,,14.0,21.0,35.0,0,2.0,56.0,,2.0,1.0,
2016-17,7090134,18,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,7.0,3.0,11.0,14.0,,,13.0,,,,,,,,1.0,,,,1.0,,,3.0,,,,90.0,,,,1.0,1.0,1.0,,14.0,1.0,6.9,3.0,3.0,,1.0,,,,20.0,,15.0,12.0,27.0,0,,42.0,1.0,,,
2016-17,7090134,18,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,,1.0,4.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,14.0,,,,,,,,,,6.6,,,,,,,,,,1.0,4.0,5.0,0,,6.0,,1.0,,
2016-17,7090134,18,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,4.0,5.0,15.0,20.0,1.0,2.0,3.0,,,,,,,,2.0,5.0,,1.0,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,1.0,13.0,,7.2,,,1.0,7.0,,,,8.0,,14.0,19.0,33.0,1,2.0,47.0,,1.0,,1.0
2016-17,7090134,18,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,4.0,26.0,18.0,43.0,,,4.0,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,,90.0,,,,,,,,4.0,,6.9,,,,1.0,1.0,1.0,,6.0,,29.0,19.0,47.0,0,,53.0,,1.0,1.0,
2016-17,7090134,18,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,1.0,12.0,6.0,17.0,2.0,,8.0,,,,2.0,,,2.0,12.0,7.0,,,3.0,,,,,3.0,,90.0,,,,,,,,30.0,,6.4,,,,4.0,5.0,8.0,,5.0,,26.0,9.0,27.0,0,4.0,72.0,1.0,1.0,2.0,3.0
2016-17,7090134,18,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,True,,,,12.0,1.0,13.0,10.0,6.0,2.0,,,,,,,,11.0,7.0,,,1.0,,1.0,,,,1.0,76.0,1.0,,,,,,,12.0,,7.1,,,,1.0,,,,,,21.0,1.0,22.0,1,,30.0,3.0,1.0,,
2016-17,7090134,18,57,Watford,Home,22200,41338.0,Craig Cathcart,craig-cathcart,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090134,18,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,12.0,4.0,16.0,,1.0,2.0,,,,2.0,,,4.0,8.0,3.0,,,,,,,,1.0,,81.0,,,,,,,,16.0,,5.6,,,1.0,,2.0,4.0,,1.0,,20.0,4.0,20.0,1,,42.0,2.0,2.0,,
2016-17,7090134,18,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,3.0,,1.0,11.0,5.0,13.0,,,3.0,,,1.0,1.0,,,1.0,5.0,4.0,,,,,,,,,,90.0,,,,,,,,17.0,,6.5,,,,,5.0,7.0,,2.0,,24.0,5.0,22.0,1,2.0,44.0,,,2.0,1.0
2016-17,7090134,18,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,9.0,1.0,10.0,,3.0,3.0,,,,1.0,,,2.0,4.0,4.0,,,,,,,,,1.0,90.0,1.0,,,,,,,14.0,,6.7,,,1.0,,2.0,1.0,,,,17.0,1.0,17.0,2,,30.0,3.0,,1.0,
2016-17,7090134,18,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,1.0,2.0,,,,1.0
2016-17,7090134,18,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,4.0,15.0,15.0,30.0,7.0,7.0,10.0,,,1.0,,,,,10.0,11.0,,,4.0,,,,,1.0,,90.0,,,,,,,,17.0,,7.1,,,,11.0,,,,13.0,,29.0,18.0,47.0,1,2.0,66.0,,4.0,,1.0
2016-17,7090134,18,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090134,18,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,2.0,,5.0,18.0,11.0,27.0,2.0,1.0,7.0,,,,1.0,,,1.0,7.0,6.0,,,4.0,,,,,,1.0,90.0,1.0,,,,,,,30.0,,6.7,,,1.0,1.0,1.0,7.0,,13.0,,41.0,15.0,49.0,2,1.0,69.0,2.0,3.0,1.0,
2016-17,7090134,18,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090134,18,57,Watford,Home,96535,121599.0,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090134,18,57,Watford,Home,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,5.0,,,,,,,,1.0,,6.5,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2016-17,7090174,19,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,2.0,4.0,10.0,14.0,1.0,3.0,9.0,,1.0,,1.0,,,2.0,4.0,5.0,1.0,,,,1.0,,,4.0,,90.0,2.0,,,,,,,14.0,,6.6,,,,11.0,,,,6.0,,12.0,13.0,25.0,2,2.0,50.0,,,,2.0
2016-17,7090174,19,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,11.0,8.0,3.0,11.0,,,11.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,21.0,,5.9,,2.0,,2.0,,,,30.0,,23.0,7.0,30.0,0,,40.0,,,,
2016-17,7090174,19,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,4.0,2.0,10.0,12.0,,,5.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,90.0,,2.0,,,,,,13.0,,5.7,,,,3.0,,,,12.0,,8.0,15.0,23.0,0,1.0,33.0,,,,1.0
2016-17,7090174,19,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,3.0,11.0,16.0,27.0,1.0,1.0,6.0,,,,2.0,,,,5.0,2.0,,,2.0,,,,,3.0,,79.0,,,,,,,,12.0,,6.2,,,,,,,,4.0,,19.0,18.0,37.0,0,1.0,47.0,2.0,,,
2016-17,7090174,19,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,,,2.0,11.0,5.0,16.0,,1.0,8.0,,,,,,,2.0,5.0,5.0,,,1.0,,,,,,1.0,68.0,,,,,,,,15.0,,6.3,,,,4.0,2.0,1.0,,5.0,1.0,14.0,10.0,23.0,0,4.0,47.0,1.0,,,3.0
2016-17,7090174,19,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,1.0,,1.0,9.0,7.0,15.0,5.0,6.0,1.0,,,,,,,1.0,6.0,8.0,,,,,,,,,1.0,90.0,,,,,,,,15.0,,6.6,,,,,,2.0,,1.0,2.0,20.0,8.0,26.0,0,1.0,34.0,2.0,1.0,,
2016-17,7090174,19,57,Watford,Home,22200,41338.0,Craig Cathcart,craig-cathcart,D,False,,,2.0,5.0,8.0,13.0,,,4.0,,,,1.0,,,,4.0,1.0,,,3.0,,,,,,,90.0,,,,,,,,10.0,,5.9,,,,2.0,,,,8.0,,10.0,12.0,22.0,0,1.0,29.0,,,,1.0
2016-17,7090174,19,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,1.0,7.0,3.0,10.0,,,3.0,,,1.0,,,,4.0,7.0,4.0,,,2.0,,,,,1.0,,75.0,,,,,,,,16.0,,5.8,,,,,2.0,3.0,,1.0,,13.0,4.0,14.0,1,1.0,46.0,,2.0,1.0,1.0
2016-17,7090174,19,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,3.0,4.0,7.0,5.0,1.0,2.0,,,,,,,1.0,9.0,3.0,,,,,,,,,,90.0,,,,,,,,12.0,,6.2,,,1.0,,5.0,,,,2.0,8.0,5.0,13.0,1,,24.0,2.0,,2.0,
