playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,overruns,totalTouchesInOppositionBox,winningGoal,timesTackled,penaltyGoalsConceded,secondGoalAssists,awayGoals,homeGoals,goalKicks,lastPlayerTackle,penaltiesSaved,savesFromPenalty,otherGoals
61858,Mame Biram Diouf,Forward,Stoke,110,Senegal,2015-16,102.0,1.0,0.3222,0.0,6.0,16.0,3.2829,18.0,25.0,1.0,66.0,26.0,1.0,21.0,12.0,74.0,7.0,264.0,5.0,8.0,1.0,14.0,,87.0,,1.0,1.0,10.0,1269.0,10.0,2.0,53.0,88.0,5.0,14.0,54.0,186.0,,25.3109,9.0,3.0,18.0,25.0,5.0,49.0,66.0,26.0,190.0,9.0,64.0,49.0,26.0,1.0,,2.0,9.0,132.0,20.0,7.0,5.0,103.0,34.0,0.0,259.0,9.0,9.0,147.0,16.0,12.0,1.0,59.0,21.0,5.0,,,4.0,75.0,473.0,3.0,5.0,,1.0,4.0,59.0,10.0,3.0,4.99,3.0,8.0,11.0,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,12.0,,,3.0,,,,,,,,
41464,Marko Arnautovic,Forward,Stoke,110,Austria,2015-16,186.0,16.0,5.0308,0.0,12.0,22.0,10.1095,53.0,58.0,9.0,201.0,34.0,6.0,66.0,33.0,222.0,31.0,1081.0,11.0,32.0,7.0,1.0,1.0,24.0,6.0,4.0,16.0,7.0,2818.0,7.0,5.0,17.0,143.0,8.0,62.0,136.0,820.0,,43.0145,44.0,1.0,14.0,43.0,5.0,169.0,442.0,23.0,329.0,29.0,253.0,185.0,34.0,4.0,9.0,14.0,48.0,603.0,35.0,40.0,5.0,305.0,7.0,0.0,1070.0,36.0,21.0,437.0,39.0,60.0,,114.0,49.0,28.0,1.0,,39.0,272.0,1630.0,14.0,14.0,4.0,7.0,6.0,272.0,19.0,1.0,12.6805,2.0,21.0,48.0,0.474,,1.0,1.0,,8.0,8.0,,1.0,1.0,,,,,,,,,,,,,3.0,3.0,,,,21.0,,,4.0,1.0,,,,,,,1.0
3773,Peter Crouch,Forward,Stoke,110,England,2015-16,60.0,,0.3225,0.0,3.0,3.0,0.7138,3.0,4.0,,64.0,11.0,1.0,17.0,4.0,64.0,1.0,152.0,,9.0,1.0,7.0,,83.0,,,,3.0,457.0,3.0,3.0,33.0,58.0,4.0,3.0,8.0,88.0,,7.7855,3.0,,9.0,12.0,2.0,27.0,44.0,4.0,118.0,2.0,49.0,18.0,11.0,,,2.0,1.0,68.0,8.0,1.0,2.0,35.0,50.0,0.0,149.0,1.0,3.0,87.0,1.0,2.0,,25.0,13.0,4.0,,,,34.0,212.0,,,,1.0,,20.0,7.0,,0.3768,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
26900,Peter Odemwingie,Forward,Stoke,110,Nigeria,2015-16,10.0,,0.0387,0.0,1.0,,,3.0,1.0,,3.0,5.0,,4.0,,5.0,5.0,49.0,,1.0,,5.0,1.0,2.0,,,1.0,,101.0,,,1.0,6.0,1.0,4.0,5.0,43.0,1.0,1.8295,,1.0,1.0,2.0,1.0,9.0,3.0,1.0,16.0,3.0,12.0,3.0,5.0,,,,2.0,27.0,1.0,6.0,1.0,14.0,1.0,0.0,47.0,1.0,,20.0,3.0,1.0,,16.0,3.0,2.0,,,1.0,18.0,80.0,2.0,,,,,18.0,2.0,,0.0817,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48337,Dame N'Doye,Forward,Sunderland,56,Senegal,2015-16,,,0.3642,,,,0.6684,,,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,2.0,,,,,,,,,9.5754,,,,,2.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5272,,,,0.083,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15398,Danny Graham,Forward,Sunderland,56,England,2015-16,39.0,,0.0395,0.0,,2.0,0.4729,1.0,4.0,,36.0,10.0,,4.0,4.0,39.0,3.0,88.0,,1.0,,6.0,,32.0,,,,2.0,358.0,2.0,2.0,21.0,18.0,1.0,4.0,7.0,46.0,,7.7316,,1.0,6.0,10.0,,18.0,20.0,6.0,57.0,3.0,27.0,9.0,10.0,,,,2.0,31.0,9.0,3.0,,25.0,11.0,0.0,86.0,2.0,2.0,60.0,1.0,,3.0,20.0,8.0,5.0,,,3.0,21.0,139.0,1.0,4.0,,,2.0,18.0,3.0,1.0,0.4905,0.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115854,Duncan Watmore,Forward,Sunderland,56,England,2015-16,83.0,2.0,0.8904,0.0,2.0,8.0,2.4955,7.0,12.0,1.0,36.0,23.0,1.0,6.0,7.0,39.0,21.0,156.0,3.0,9.0,,16.0,,22.0,,1.0,2.0,4.0,907.0,4.0,,17.0,52.0,,21.0,47.0,113.0,,20.7662,11.0,1.0,4.0,14.0,2.0,66.0,30.0,15.0,135.0,9.0,38.0,43.0,23.0,1.0,2.0,1.0,30.0,87.0,14.0,21.0,2.0,113.0,5.0,0.0,148.0,4.0,12.0,159.0,6.0,25.0,,38.0,5.0,2.0,,,4.0,50.0,364.0,,3.0,,,2.0,32.0,1.0,,1.5412,0.0,3.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77454,Fabio Borini,Forward,Sunderland,56,Italy,2015-16,183.0,6.0,1.9653,0.0,8.0,18.0,5.401,24.0,40.0,4.0,127.0,26.0,2.0,35.0,22.0,156.0,21.0,550.0,5.0,2.0,5.0,4.0,6.0,77.0,3.0,3.0,6.0,10.0,1899.0,10.0,5.0,52.0,120.0,2.0,40.0,95.0,366.0,,34.0516,16.0,6.0,30.0,29.0,3.0,131.0,113.0,50.0,303.0,28.0,159.0,86.0,26.0,3.0,4.0,6.0,30.0,265.0,27.0,23.0,3.0,226.0,25.0,0.0,527.0,22.0,16.0,327.0,18.0,24.0,2.0,126.0,31.0,22.0,2.0,,28.0,152.0,976.0,7.0,11.0,,5.0,10.0,135.0,19.0,3.0,4.2387,6.0,29.0,21.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
7958,Jermain Defoe,Forward,Sunderland,56,England,2015-16,115.0,2.0,1.2441,0.0,26.0,39.0,11.7381,17.0,59.0,4.0,97.0,33.0,1.0,25.0,28.0,103.0,11.0,425.0,15.0,43.0,8.0,5.0,,42.0,4.0,9.0,2.0,15.0,2550.0,15.0,5.0,34.0,78.0,2.0,30.0,70.0,313.0,,47.4333,21.0,,2.0,45.0,18.0,81.0,103.0,35.0,193.0,19.0,120.0,57.0,33.0,9.0,12.0,2.0,18.0,251.0,43.0,11.0,18.0,151.0,8.0,0.0,390.0,20.0,15.0,235.0,15.0,18.0,,90.0,17.0,2.0,,,9.0,112.0,762.0,4.0,5.0,1.0,8.0,1.0,73.0,4.0,3.0,10.9172,3.0,6.0,16.0,0.1404,,1.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
114312,Mikael Mandron,Forward,Sunderland,56,France,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52154,Ola Toivonen,Forward,Sunderland,56,Sweden,2015-16,58.0,,0.7068,0.0,3.0,1.0,0.4541,10.0,4.0,,60.0,11.0,2.0,26.0,9.0,66.0,1.0,252.0,,,2.0,2.0,,59.0,,,,1.0,658.0,1.0,3.0,33.0,44.0,1.0,8.0,18.0,179.0,,12.141,6.0,1.0,5.0,10.0,1.0,25.0,64.0,8.0,102.0,3.0,80.0,40.0,11.0,,,3.0,3.0,99.0,9.0,1.0,1.0,43.0,26.0,0.0,251.0,3.0,,79.0,7.0,,1.0,59.0,9.0,8.0,,,7.0,49.0,315.0,1.0,7.0,,2.0,3.0,87.0,6.0,,0.6801,1.0,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18953,Steven Fletcher,Forward,Sunderland,56,Scotland,2015-16,151.0,,0.8937,0.0,7.0,10.0,2.9838,11.0,18.0,6.0,106.0,16.0,,29.0,11.0,111.0,8.0,290.0,4.0,8.0,1.0,5.0,,155.0,2.0,1.0,,5.0,1016.0,5.0,2.0,91.0,98.0,1.0,11.0,34.0,175.0,,24.1732,8.0,,6.0,22.0,6.0,60.0,41.0,18.0,249.0,6.0,102.0,23.0,16.0,1.0,,1.0,10.0,133.0,21.0,8.0,6.0,94.0,64.0,0.0,279.0,8.0,8.0,188.0,10.0,7.0,2.0,79.0,19.0,3.0,,,4.0,68.0,454.0,2.0,9.0,,1.0,,46.0,5.0,1.0,2.8021,0.0,5.0,11.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60165,Wahbi Khazri,Forward,Sunderland,56,Tunisia,2015-16,110.0,4.0,2.2851,0.0,12.0,5.0,1.4642,27.0,12.0,1.0,60.0,14.0,1.0,16.0,13.0,86.0,18.0,327.0,2.0,4.0,11.0,1.0,57.0,19.0,1.0,3.0,26.0,,1077.0,,1.0,14.0,64.0,,25.0,59.0,223.0,15.0,14.8738,26.0,2.0,8.0,10.0,1.0,96.0,121.0,12.0,174.0,17.0,92.0,65.0,14.0,3.0,2.0,4.0,21.0,188.0,10.0,62.0,1.0,155.0,5.0,0.0,307.0,7.0,18.0,229.0,23.0,21.0,,44.0,18.0,14.0,38.0,,18.0,70.0,634.0,7.0,7.0,2.0,11.0,11.0,79.0,13.0,1.0,0.9705,3.0,26.0,10.0,0.4362,1.0,,,,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49569,Alberto Paloschi,Forward,Swansea,80,Italy,2015-16,54.0,1.0,0.4738,0.0,5.0,7.0,3.0714,7.0,10.0,1.0,46.0,10.0,,33.0,7.0,51.0,4.0,199.0,2.0,6.0,,3.0,,21.0,,,1.0,5.0,669.0,5.0,10.0,16.0,20.0,,8.0,15.0,145.0,,13.1561,3.0,1.0,4.0,12.0,5.0,38.0,41.0,6.0,74.0,4.0,45.0,18.0,10.0,,2.0,,5.0,85.0,12.0,4.0,5.0,53.0,5.0,0.0,186.0,3.0,3.0,93.0,7.0,2.0,1.0,64.0,17.0,7.0,,,3.0,49.0,290.0,,5.0,1.0,,1.0,64.0,6.0,2.0,2.3331,2.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45124,André Ayew,Forward,Swansea,80,Ghana,2015-16,262.0,2.0,1.7736,0.0,13.0,27.0,8.7948,55.0,54.0,7.0,168.0,34.0,2.0,138.0,34.0,193.0,21.0,1056.0,12.0,9.0,5.0,,1.0,134.0,1.0,6.0,2.0,9.0,2937.0,9.0,7.0,89.0,206.0,3.0,57.0,161.0,838.0,,44.458,22.0,1.0,13.0,43.0,8.0,173.0,197.0,78.0,468.0,40.0,253.0,139.0,34.0,6.0,1.0,15.0,32.0,564.0,40.0,21.0,8.0,334.0,45.0,0.0,1040.0,27.0,21.0,382.0,40.0,28.0,2.0,311.0,35.0,23.0,,,25.0,295.0,1606.0,16.0,15.0,2.0,5.0,9.0,301.0,22.0,2.0,7.779,5.0,25.0,40.0,0.0628,1.0,3.0,7.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37998,Bafétimbi Gomis,Forward,Swansea,80,France,2015-16,124.0,1.0,1.1508,0.0,15.0,17.0,5.2537,7.0,44.0,,98.0,33.0,,67.0,18.0,101.0,2.0,509.0,6.0,38.0,5.0,15.0,,76.0,4.0,5.0,1.0,6.0,1694.0,6.0,12.0,45.0,81.0,4.0,15.0,50.0,390.0,,22.5928,17.0,1.0,19.0,25.0,10.0,79.0,117.0,20.0,205.0,6.0,90.0,39.0,33.0,5.0,5.0,3.0,10.0,290.0,21.0,2.0,10.0,129.0,31.0,0.0,475.0,27.0,6.0,232.0,4.0,23.0,,123.0,17.0,6.0,,,18.0,179.0,791.0,,8.0,2.0,5.0,,119.0,10.0,,6.2186,0.0,3.0,20.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
39270,Marvin Emnes,Forward,Swansea,80,Netherlands,2015-16,4.0,,0.0051,0.0,1.0,,,1.0,,,4.0,2.0,,2.0,1.0,4.0,1.0,14.0,,,,1.0,,,,,,,66.0,,,,1.0,,3.0,1.0,10.0,,0.526,,,,,1.0,4.0,5.0,,5.0,1.0,3.0,4.0,2.0,,,1.0,2.0,6.0,,1.0,1.0,5.0,,0.0,14.0,,,10.0,,,,2.0,,1.0,,,,4.0,27.0,,1.0,,,,4.0,,,0.0355,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111787,Modou Barrow,Forward,Swansea,80,Gambia,2015-16,86.0,6.0,1.2053,0.0,2.0,4.0,0.8108,18.0,9.0,1.0,37.0,22.0,2.0,9.0,6.0,43.0,22.0,206.0,1.0,3.0,1.0,16.0,,25.0,1.0,2.0,6.0,1.0,781.0,1.0,1.0,22.0,67.0,,27.0,64.0,157.0,,11.8632,11.0,1.0,5.0,15.0,1.0,64.0,9.0,24.0,153.0,21.0,51.0,46.0,22.0,2.0,,4.0,24.0,118.0,15.0,22.0,1.0,128.0,3.0,0.0,206.0,5.0,11.0,140.0,14.0,23.0,,79.0,3.0,8.0,,,6.0,67.0,433.0,1.0,4.0,,1.0,1.0,51.0,1.0,,0.476,0.0,6.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52635,Éder,Forward,Swansea,80,Portugal,2015-16,42.0,,0.1411,0.0,,1.0,0.0487,4.0,5.0,,20.0,13.0,,9.0,2.0,23.0,2.0,86.0,,1.0,,11.0,,29.0,,,,1.0,269.0,1.0,1.0,20.0,28.0,,5.0,19.0,62.0,,5.2843,3.0,,7.0,5.0,,22.0,21.0,9.0,70.0,2.0,24.0,11.0,13.0,,,1.0,3.0,43.0,5.0,2.0,,41.0,9.0,0.0,80.0,4.0,,46.0,3.0,6.0,,17.0,11.0,1.0,,,1.0,24.0,149.0,,2.0,,,1.0,20.0,4.0,,0.333,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145212,Clinton N'Jie,Forward,Spurs,6,Cameroon,2015-16,20.0,1.0,0.1382,0.0,2.0,2.0,0.5934,7.0,4.0,,24.0,8.0,1.0,4.0,,26.0,3.0,72.0,,2.0,1.0,8.0,,4.0,,,1.0,2.0,184.0,2.0,2.0,2.0,16.0,1.0,4.0,14.0,45.0,,1.2928,1.0,,,1.0,1.0,18.0,26.0,1.0,36.0,1.0,12.0,10.0,8.0,,,3.0,4.0,33.0,,3.0,1.0,32.0,2.0,0.0,72.0,2.0,2.0,52.0,4.0,6.0,1.0,8.0,4.0,,,,1.0,26.0,124.0,1.0,,,1.0,1.0,14.0,3.0,,0.3256,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,0.0,11.0,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2015-16,334.0,4.0,3.4739,0.0,34.0,75.0,25.1413,29.0,124.0,5.0,235.0,38.0,1.0,100.0,38.0,259.0,40.0,962.0,25.0,30.0,19.0,,7.0,218.0,11.0,14.0,4.0,36.0,3279.0,36.0,25.0,142.0,204.0,2.0,64.0,128.0,656.0,,32.7003,43.0,,31.0,33.0,15.0,192.0,294.0,55.0,538.0,37.0,264.0,112.0,38.0,14.0,19.0,5.0,47.0,562.0,31.0,40.0,15.0,320.0,76.0,0.0,931.0,49.0,42.0,526.0,24.0,48.0,9.0,170.0,42.0,21.0,,,47.0,234.0,1683.0,21.0,9.0,7.0,19.0,7.0,145.0,20.0,1.0,21.7526,5.0,24.0,27.0,0.1007,,2.0,5.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,5.0,5.0,,,9.0,202.0,5.0,140.0,1.0,2.0,15.0,10.0,,1.0,,,
85971,Son Heung-Min,Forward,Spurs,6,South Korea,2015-16,115.0,,0.8113,0.0,13.0,13.0,3.0678,27.0,25.0,1.0,85.0,28.0,1.0,46.0,13.0,91.0,7.0,447.0,4.0,9.0,8.0,15.0,9.0,25.0,,,1.0,9.0,1105.0,9.0,6.0,17.0,63.0,,37.0,55.0,354.0,1.0,16.285,17.0,,7.0,12.0,5.0,98.0,99.0,11.0,178.0,21.0,89.0,60.0,28.0,,2.0,4.0,15.0,268.0,12.0,13.0,5.0,153.0,8.0,0.0,439.0,12.0,13.0,200.0,23.0,17.0,1.0,122.0,12.0,12.0,4.0,,2.0,137.0,715.0,4.0,12.0,1.0,8.0,3.0,89.0,6.0,1.0,4.1072,0.0,6.0,20.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,54.0,2.0,68.0,,,2.0,2.0,,,,,
81183,Matej Vydra,Forward,Watford,57,Czech Republic,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44604,Nordin Amrabat,Forward,Watford,57,Morocco,2015-16,56.0,8.0,0.9198,1.0,3.0,3.0,0.3083,5.0,4.0,2.0,19.0,12.0,,13.0,4.0,29.0,29.0,156.0,,2.0,1.0,8.0,2.0,10.0,,2.0,8.0,1.0,501.0,1.0,,9.0,39.0,2.0,14.0,38.0,120.0,,11.8631,5.0,3.0,1.0,9.0,2.0,47.0,52.0,19.0,95.0,10.0,34.0,35.0,12.0,2.0,,3.0,8.0,96.0,7.0,30.0,2.0,85.0,1.0,0.0,145.0,1.0,7.0,110.0,2.0,14.0,,25.0,15.0,4.0,,,7.0,45.0,319.0,7.0,2.0,,1.0,4.0,39.0,4.0,4.0,0.8458,2.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,
179620,Obbi Oularé,Forward,Watford,57,Belgium,2015-16,1.0,,0.038,0.0,,,,,,,1.0,2.0,,,,1.0,,3.0,,,,2.0,,2.0,,,,,5.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,2.0,,1.0,,2.0,,,,,2.0,,,,,1.0,0.0,3.0,,,1.0,,,,2.0,1.0,,,,,,4.0,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58498,Odion Ighalo,Forward,Watford,57,Nigeria,2015-16,264.0,3.0,1.8735,0.0,24.0,48.0,16.7602,27.0,85.0,4.0,162.0,37.0,3.0,134.0,36.0,174.0,12.0,722.0,15.0,27.0,3.0,1.0,,99.0,6.0,5.0,3.0,28.0,3151.0,28.0,26.0,74.0,152.0,6.0,35.0,127.0,539.0,,44.1093,34.0,,27.0,44.0,21.0,190.0,217.0,56.0,416.0,9.0,116.0,119.0,37.0,5.0,11.0,9.0,49.0,398.0,38.0,12.0,21.0,317.0,25.0,0.0,664.0,37.0,32.0,433.0,18.0,49.0,2.0,172.0,47.0,15.0,,,9.0,217.0,1312.0,2.0,8.0,2.0,3.0,6.0,153.0,15.0,5.0,17.1476,4.0,12.0,26.0,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,,,,,,
88935,Steven Berghuis,Forward,Watford,57,Netherlands,2015-16,23.0,3.0,0.9588,0.0,1.0,4.0,0.5692,6.0,7.0,1.0,21.0,9.0,2.0,5.0,,24.0,8.0,86.0,,,,9.0,4.0,5.0,,1.0,7.0,3.0,222.0,3.0,,5.0,12.0,1.0,9.0,12.0,51.0,3.0,3.5765,6.0,2.0,1.0,4.0,1.0,18.0,11.0,2.0,35.0,4.0,32.0,8.0,9.0,1.0,,,3.0,57.0,3.0,11.0,1.0,30.0,,0.0,86.0,3.0,,48.0,6.0,4.0,,29.0,7.0,2.0,1.0,,11.0,14.0,149.0,5.0,,,,1.0,12.0,3.0,1.0,0.7075,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
41725,Troy Deeney,Forward,Watford,57,England,2015-16,360.0,2.0,5.1135,0.0,34.0,32.0,12.8666,49.0,60.0,9.0,461.0,38.0,7.0,70.0,36.0,506.0,24.0,1290.0,13.0,18.0,16.0,2.0,2.0,447.0,10.0,5.0,2.0,14.0,3291.0,14.0,19.0,212.0,338.0,7.0,63.0,103.0,748.0,,47.2842,48.0,6.0,48.0,47.0,18.0,148.0,368.0,36.0,698.0,29.0,489.0,144.0,38.0,5.0,10.0,13.0,24.0,579.0,40.0,24.0,18.0,251.0,235.0,0.0,1267.0,28.0,24.0,709.0,36.0,22.0,4.0,228.0,50.0,17.0,,,36.0,205.0,1845.0,9.0,3.0,1.0,16.0,18.0,207.0,23.0,1.0,12.2481,6.0,45.0,58.0,0.1248,,1.0,,3.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,7.0,6.0,,,,10.0,,,2.0,2.0,,,,,,,
173809,Jonathan Leko,Forward,West Brom,35,England,2015-16,34.0,,0.284,0.0,,,,9.0,,,5.0,5.0,1.0,1.0,3.0,8.0,2.0,49.0,,1.0,,2.0,,2.0,,,,,271.0,,,2.0,24.0,,7.0,24.0,41.0,,3.6406,1.0,,3.0,5.0,,32.0,9.0,4.0,58.0,7.0,12.0,22.0,5.0,,,,7.0,23.0,5.0,2.0,,56.0,,0.0,49.0,,2.0,49.0,9.0,11.0,,14.0,7.0,4.0,,,,14.0,130.0,,2.0,,,1.0,18.0,4.0,1.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037,Rickie Lambert,Forward,West Brom,35,England,2015-16,57.0,1.0,0.864,0.0,3.0,4.0,1.2981,,11.0,1.0,75.0,19.0,1.0,27.0,5.0,87.0,3.0,272.0,1.0,2.0,3.0,14.0,,57.0,,2.0,1.0,1.0,617.0,1.0,5.0,37.0,28.0,1.0,9.0,8.0,179.0,,10.0906,10.0,2.0,6.0,8.0,,20.0,66.0,8.0,85.0,,85.0,23.0,19.0,2.0,1.0,,1.0,146.0,7.0,3.0,,28.0,20.0,0.0,269.0,7.0,3.0,121.0,,,,62.0,6.0,,,,6.0,59.0,341.0,1.0,3.0,,3.0,8.0,40.0,3.0,1.0,1.5137,2.0,12.0,8.0,0.1676,,,,,3.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,3.0,,,2.0,,,,,,,,
91972,Saido Berahino,Forward,West Brom,35,Burundi,2015-16,119.0,3.0,0.6729,0.0,11.0,11.0,6.2187,18.0,24.0,1.0,89.0,31.0,,26.0,17.0,100.0,10.0,457.0,4.0,10.0,1.0,14.0,10.0,35.0,,2.0,4.0,5.0,1741.0,5.0,7.0,25.0,69.0,3.0,29.0,59.0,341.0,2.0,20.019,17.0,,1.0,24.0,10.0,94.0,135.0,24.0,188.0,18.0,95.0,78.0,31.0,2.0,3.0,4.0,8.0,257.0,21.0,18.0,10.0,153.0,10.0,0.0,445.0,13.0,10.0,243.0,14.0,19.0,1.0,106.0,18.0,7.0,7.0,,16.0,121.0,752.0,1.0,10.0,1.0,1.0,7.0,104.0,1.0,4.0,6.9018,0.0,11.0,21.0,0.0692,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,1.0,,,,,,,
57134,Salomón Rondón,Forward,West Brom,35,Venezuela,2015-16,317.0,6.0,2.1665,1.0,17.0,21.0,7.971,9.0,54.0,1.0,208.0,34.0,2.0,62.0,30.0,217.0,26.0,630.0,9.0,26.0,8.0,4.0,,254.0,3.0,2.0,6.0,10.0,2564.0,10.0,16.0,163.0,146.0,4.0,40.0,55.0,403.0,,28.201,26.0,1.0,45.0,33.0,9.0,154.0,137.0,34.0,463.0,23.0,168.0,86.0,34.0,2.0,3.0,2.0,18.0,336.0,29.0,26.0,9.0,209.0,91.0,1.0,613.0,33.0,20.0,464.0,7.0,13.0,,147.0,35.0,14.0,,,10.0,178.0,1112.0,1.0,15.0,1.0,8.0,3.0,83.0,8.0,2.0,8.9489,1.0,9.0,25.0,0.1702,,,1.0,4.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,11.0,,,3.0,,,,,,,,1.0
173821,Tyler Roberts,Forward,West Brom,35,Wales,2015-16,3.0,,0.0039,0.0,1.0,,,,,,4.0,1.0,,,,4.0,1.0,7.0,,,,1.0,,,,,,,17.0,,,,1.0,,1.0,1.0,3.0,,,,,,,1.0,3.0,1.0,,4.0,,3.0,,1.0,,,,,3.0,,1.0,1.0,4.0,,0.0,7.0,,,10.0,,1.0,,2.0,1.0,,,,,1.0,15.0,,,,,,,1.0,,0.456,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
